epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,1652.57,1.52301,1.35605,1.51903,0.66507,0.48182,0.5124,0.26104,1.92077,1.59413,1.88866,0.002476,0.002476,0.002476
40,1694.63,1.49275,1.33693,1.49642,0.7928,0.45219,0.54445,0.28186,1.83482,1.56506,1.82336,0.002278,0.002278,0.002278
41,1757.03,1.4337,1.1734,1.4914,0.72991,0.45861,0.52229,0.28351,1.83466,1.55206,1.80866,0.00208,0.00208,0.00208
42,1798.13,1.3942,1.12143,1.45568,0.66348,0.5,0.53792,0.27779,1.86775,1.56383,1.84846,0.001882,0.001882,0.001882
43,1839.33,1.38851,1.10441,1.45071,0.66242,0.49091,0.51692,0.27115,1.88414,1.55372,1.89191,0.001684,0.001684,0.001684
44,1879.76,1.33206,1.05999,1.41031,0.6924,0.48788,0.51688,0.27371,1.87753,1.54547,1.88083,0.001486,0.001486,0.001486
45,1920.41,1.32193,1.02285,1.40367,0.66086,0.46364,0.51503,0.27831,1.86144,1.55076,1.87134,0.001288,0.001288,0.001288
46,1960.9,1.32302,1.03067,1.40058,0.72376,0.48485,0.52621,0.27998,1.87705,1.50364,1.87092,0.00109,0.00109,0.00109
47,2002.77,1.29885,1.01121,1.38685,0.71267,0.49607,0.53858,0.28497,1.87136,1.50105,1.86845,0.000892,0.000892,0.000892
48,2045.77,1.28445,0.99351,1.3703,0.79201,0.46364,0.52525,0.27953,1.86939,1.52012,1.86556,0.000694,0.000694,0.000694
49,2087.16,1.27789,0.9794,1.36633,0.68748,0.50663,0.52419,0.28144,1.87624,1.5083,1.87528,0.000496,0.000496,0.000496
50,2129.75,1.26013,0.95907,1.35803,0.69977,0.49697,0.54396,0.2899,1.8617,1.48265,1.86561,0.000298,0.000298,0.000298
