epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,959.194,1.40078,1.24276,1.38169,0.79087,0.64545,0.72754,0.43802,1.39047,1.23162,1.45319,0.005842,0.005842,0.005842
23,1000.12,1.37924,1.21381,1.37085,0.77962,0.62727,0.7206,0.44089,1.40794,1.22681,1.43619,0.005644,0.005644,0.005644
24,1042.77,1.35655,1.17601,1.34881,0.70515,0.69091,0.71145,0.42985,1.40038,1.26177,1.45039,0.005446,0.005446,0.005446
25,1082.9,1.3598,1.18155,1.34817,0.79513,0.6303,0.71141,0.44091,1.35439,1.24416,1.42265,0.005248,0.005248,0.005248
26,1124.74,1.33104,1.14344,1.33936,0.73373,0.66061,0.70609,0.41224,1.43638,1.25766,1.47755,0.00505,0.00505,0.00505
27,1166.48,1.3254,1.12301,1.34314,0.78507,0.59091,0.69913,0.40088,1.43858,1.2924,1.48427,0.004852,0.004852,0.004852
28,1208.84,1.32404,1.11939,1.3368,0.78328,0.64242,0.72616,0.44276,1.38634,1.22276,1.46106,0.004654,0.004654,0.004654
29,1250.63,1.31396,1.10438,1.32657,0.77599,0.65082,0.73127,0.44584,1.36373,1.18051,1.44603,0.004456,0.004456,0.004456
30,1292.29,1.30594,1.09321,1.32205,0.84738,0.62424,0.73305,0.43641,1.37486,1.18988,1.44217,0.004258,0.004258,0.004258
31,1448.32,1.27517,1.0708,1.30885,0.81767,0.61154,0.70356,0.43171,1.38291,1.25231,1.43392,0.00406,0.00406,0.00406
32,1490.33,1.28059,1.05176,1.30017,0.72202,0.70052,0.73328,0.4336,1.39941,1.25619,1.45611,0.003862,0.003862,0.003862
33,1531.79,1.24139,1.01078,1.2749,0.80344,0.63171,0.73537,0.44792,1.38966,1.16847,1.43682,0.003664,0.003664,0.003664
34,1572.38,1.24465,1.01483,1.27397,0.74904,0.67576,0.73056,0.44668,1.3855,1.18477,1.43867,0.003466,0.003466,0.003466
35,1613.94,1.24481,1.00907,1.2826,0.79002,0.63939,0.72599,0.44595,1.39284,1.20134,1.44904,0.003268,0.003268,0.003268
36,1654.16,1.20655,0.96409,1.24788,0.81026,0.62121,0.71803,0.44498,1.36678,1.20649,1.43426,0.00307,0.00307,0.00307
37,1695.43,1.21442,0.95709,1.25982,0.74401,0.68699,0.71603,0.44092,1.36941,1.19766,1.44462,0.002872,0.002872,0.002872
38,1736.3,1.18573,0.94477,1.25289,0.77511,0.66845,0.7326,0.45197,1.38414,1.17324,1.44363,0.002674,0.002674,0.002674
39,1776.98,1.18235,0.93539,1.24102,0.80104,0.64848,0.74603,0.45903,1.36873,1.13829,1.41268,0.002476,0.002476,0.002476
40,1818.37,1.17233,0.90769,1.22974,0.77117,0.70463,0.74277,0.4576,1.37004,1.1661,1.42803,0.002278,0.002278,0.002278
41,1880.86,1.12085,0.80277,1.21198,0.72605,0.66364,0.71271,0.44863,1.35768,1.20093,1.41151,0.00208,0.00208,0.00208
42,1922.38,1.09725,0.76844,1.19222,0.79598,0.63636,0.73312,0.46153,1.38406,1.13345,1.43489,0.001882,0.001882,0.001882
43,1963.33,1.07494,0.75419,1.1753,0.80806,0.65063,0.74465,0.465,1.35854,1.14187,1.42127,0.001684,0.001684,0.001684
44,2005.67,1.0378,0.7056,1.16052,0.83199,0.63333,0.73536,0.45456,1.41416,1.17022,1.47041,0.001486,0.001486,0.001486
45,2046.39,1.04029,0.70566,1.15898,0.77754,0.67787,0.75063,0.45898,1.40409,1.15082,1.44826,0.001288,0.001288,0.001288
46,2087.68,1.02121,0.69337,1.14595,0.75673,0.6787,0.74317,0.45907,1.3927,1.14948,1.46308,0.00109,0.00109,0.00109
47,2125.55,1.0143,0.67898,1.14086,0.79765,0.65152,0.7497,0.46905,1.37575,1.14685,1.44693,0.000892,0.000892,0.000892
48,2165.96,0.99517,0.65951,1.12362,0.82706,0.64848,0.74116,0.46509,1.39104,1.1307,1.4628,0.000694,0.000694,0.000694
49,2207.39,0.99347,0.65322,1.12516,0.81522,0.65455,0.74845,0.47029,1.37828,1.15117,1.45029,0.000496,0.000496,0.000496
50,2247.4,0.97933,0.6504,1.11812,0.82415,0.64545,0.74194,0.47031,1.38856,1.14362,1.45562,0.000298,0.000298,0.000298
