epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,1286.84,1.36976,1.20466,1.36545,0.7462,0.67576,0.7302,0.42937,1.40695,1.1984,1.43559,0.005446,0.005446,0.005446
25,1328.68,1.3784,1.18733,1.36878,0.79299,0.64242,0.73714,0.43215,1.39631,1.20233,1.41231,0.005248,0.005248,0.005248
26,1371.59,1.35864,1.17707,1.36131,0.76997,0.66364,0.73616,0.44981,1.37178,1.16085,1.41221,0.00505,0.00505,0.00505
27,1414.49,1.34109,1.15504,1.35169,0.78333,0.63939,0.71657,0.43143,1.39989,1.22029,1.46013,0.004852,0.004852,0.004852
28,1456.94,1.33858,1.14694,1.34233,0.75377,0.64545,0.70571,0.42936,1.38799,1.19426,1.4172,0.004654,0.004654,0.004654
29,1500.48,1.32299,1.11755,1.33109,0.81981,0.62041,0.73417,0.44379,1.36665,1.15955,1.44649,0.004456,0.004456,0.004456
30,1543.91,1.31703,1.12054,1.33127,0.76757,0.68485,0.73553,0.46147,1.33865,1.14005,1.40231,0.004258,0.004258,0.004258
31,1587.31,1.29495,1.09778,1.32825,0.7639,0.66364,0.72436,0.44812,1.36349,1.17526,1.42412,0.00406,0.00406,0.00406
32,1630.18,1.29315,1.06251,1.31655,0.80912,0.65509,0.75768,0.46925,1.35995,1.12997,1.40202,0.003862,0.003862,0.003862
33,1673.1,1.25835,1.03739,1.29562,0.78137,0.67879,0.73691,0.44683,1.37697,1.13734,1.40516,0.003664,0.003664,0.003664
34,1716.23,1.24919,1.02219,1.28769,0.71746,0.66364,0.72232,0.44709,1.37966,1.19385,1.40483,0.003466,0.003466,0.003466
35,1759.54,1.26866,1.04293,1.30148,0.81585,0.62424,0.73193,0.46211,1.33985,1.14009,1.39946,0.003268,0.003268,0.003268
36,1803.48,1.22572,0.98772,1.26587,0.80674,0.65455,0.74014,0.45987,1.35668,1.16847,1.42221,0.00307,0.00307,0.00307
37,1844.36,1.22452,0.99064,1.27902,0.7695,0.70909,0.75851,0.46519,1.32447,1.12783,1.3983,0.002872,0.002872,0.002872
38,1884.96,1.20428,0.9633,1.267,0.79278,0.69394,0.74462,0.45705,1.35734,1.14427,1.39579,0.002674,0.002674,0.002674
39,1926.09,1.18931,0.94544,1.2463,0.78543,0.64338,0.7427,0.46513,1.34792,1.12212,1.39114,0.002476,0.002476,0.002476
40,1968.88,1.1914,0.92685,1.24672,0.75399,0.68182,0.73487,0.4656,1.32346,1.18003,1.37206,0.002278,0.002278,0.002278
41,2033.93,1.11593,0.8222,1.21554,0.75274,0.66364,0.73375,0.44794,1.35796,1.14932,1.40043,0.00208,0.00208,0.00208
42,2075.43,1.09885,0.78241,1.19845,0.80383,0.67053,0.74767,0.46374,1.34997,1.11561,1.39959,0.001882,0.001882,0.001882
43,2116.4,1.08116,0.76134,1.17964,0.80962,0.66364,0.74372,0.4595,1.32447,1.13164,1.38099,0.001684,0.001684,0.001684
44,2157.92,1.04404,0.73494,1.1675,0.75018,0.69159,0.73603,0.47085,1.32571,1.17701,1.39441,0.001486,0.001486,0.001486
45,2200.74,1.03994,0.72254,1.16226,0.80164,0.64848,0.73797,0.46055,1.32043,1.1728,1.39343,0.001288,0.001288,0.001288
46,2242.98,1.02955,0.72307,1.16337,0.82049,0.65098,0.73051,0.46228,1.33136,1.18406,1.39381,0.00109,0.00109,0.00109
47,2285.62,1.01824,0.70357,1.1457,0.77738,0.69091,0.73326,0.4606,1.32893,1.15051,1.39405,0.000892,0.000892,0.000892
48,2329.17,1.01319,0.68198,1.13976,0.75383,0.68668,0.73607,0.46845,1.32243,1.15779,1.40333,0.000694,0.000694,0.000694
49,2372.92,0.99689,0.69017,1.13463,0.80281,0.64848,0.73175,0.45929,1.31194,1.17009,1.39864,0.000496,0.000496,0.000496
50,2418.4,0.99488,0.67816,1.13416,0.77679,0.67273,0.73678,0.47056,1.30326,1.18748,1.37562,0.000298,0.000298,0.000298
