epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,276.032,1.09314,0.8445,1.14456,0.84,0.65152,0.7776,0.47945,1.35347,1.06114,1.32633,0.0004556,0.0004556,0.0004556
41,309.645,1.00695,0.82456,1.09162,0.77981,0.67879,0.75391,0.47964,1.30306,1.21491,1.30547,0.000416,0.000416,0.000416
42,316.2,0.97243,0.81611,1.056,0.78268,0.67273,0.75554,0.46412,1.3888,1.10905,1.38871,0.0003764,0.0003764,0.0003764
43,322.644,0.96664,0.73194,1.06414,0.78258,0.62727,0.74196,0.47188,1.27914,1.07812,1.29278,0.0003368,0.0003368,0.0003368
44,329.192,0.98636,0.76511,1.07731,0.80399,0.65877,0.76155,0.48183,1.31761,1.05326,1.32606,0.0002972,0.0002972,0.0002972
45,335.79,0.98692,0.69658,1.07734,0.82634,0.68182,0.77155,0.48746,1.31618,1.03356,1.30903,0.0002576,0.0002576,0.0002576
46,342.303,0.92453,0.66203,1.04832,0.85281,0.67273,0.77306,0.49353,1.29428,1.0481,1.2847,0.000218,0.000218,0.000218
47,349.034,0.93477,0.68071,1.0484,0.84067,0.68182,0.77881,0.49643,1.29493,1.02067,1.28518,0.0001784,0.0001784,0.0001784
48,355.645,0.90193,0.6447,1.01704,0.8011,0.71212,0.78733,0.4936,1.30244,1.0333,1.28871,0.0001388,0.0001388,0.0001388
49,362.311,0.92905,0.66428,1.04018,0.84372,0.67879,0.7811,0.48686,1.29516,1.02885,1.28962,9.92e-05,9.92e-05,9.92e-05
50,368.988,0.91936,0.64968,1.02858,0.83128,0.67879,0.78262,0.49411,1.29252,1.00915,1.29394,5.96e-05,5.96e-05,5.96e-05
